issue_date,year,month_number,permit_date,job_category,address,legal_description,neighbourhood,neighbourhood_numberr,job_description,building_type,work_type,floor_area,construction_value,zoning,units_added,latitude,longitude,location,count,house_number
2026-08-21T00:00:00.000,2026,8,2026-08-21T00:00:00.000,Commercial Final,"209, 16733 - 84 STREET NW",Plan 9926453 Blk 12 Lot 124,KLARVATTEN,2440,"To construct interior alteration (first tenant improvement) (for a physiotherapy clinic) to existing building areas on second floor. ""Forward Physiotherapy & Wellness""","Clinics, Health Units (642)",(03) Interior Alterations,1759.9,150000,CN,0,53.62923698234892,-113.46961168582924,,1,
2026-08-20T00:00:00.000,2026,8,2026-08-20T00:00:00.000,Commercial Final,"26, 12981 - 50 STREET NW",Plan 4313TR Blk 1 Lot 13,HOMESTEADER,2350,To construct Interior Alterations (tenant improvement) for a medical clinic & pharmacy in an existing commercial building. Kennedale Medical Clinic & Kennedale Drug Mart,Retail and Shops (510),(03) Interior Alterations,1800,100000,CN,0,53.58893702938444,-113.41706582505012,,1,
2026-08-20T00:00:00.000,2026,8,2026-08-20T00:00:00.000,Commercial Final,3315 - 153 AVENUE NW,"Plan 2521806 Units 24,27",EBBERS,2251,To complete the interior alterations to add an eye clinic (first tenant fit-up) in the new commercial shell building.-- Greater Edmonton Eyecare,Office Buildings (520),(03) Interior Alterations,1500,200000,DC2,0,,,,1,
2026-08-19T00:00:00.000,2026,8,2026-08-19T00:00:00.000,Commercial Final,18489 - STONY PLAIN ROAD NW,Plan 0324226 Blk 1 Lot 5,PLACE LARUE,4400,To complete Change of Use (E to D) and construct Interior Alterations (tenant improvement) for a massage clinic in an existing commercial building.,"Malls, Office/Retail (512)",(03) Interior Alterations,1500,110000,DC,0,53.53958491750654,-113.64374986836923,,1,
2026-08-17T00:00:00.000,2026,8,2026-08-17T00:00:00.000,Commercial Final,12703 - 129 AVENUE NW,Plan 2620425 Blk 61 Lot 26,ATHLONE,3010,"To complete interior alteration (first tenant fit-up for a medical clinic) to the new commercial shell building. (One new RTU)-- Dr. Ahmed, Medical Clinic","Clinics, Health Units (642)",(03) Interior Alterations,3389,254175,MU,0,,,,1,
2026-08-14T00:00:00.000,2026,8,2026-08-14T00:00:00.000,Commercial Final,4075 - 106 STREET NW,Plan 0023297 Unit 1,RIDEAU PARK,5360,To construct Interior Alterations (Construct an office and remove a wall) to an existing medical clinic. --Alberta Cardiology--,Office Buildings (520),(03) Interior Alterations,1740,10000,CG,0,53.477731297613936,-113.50362224631611,,1,
2026-08-14T00:00:00.000,2026,8,2026-08-14T00:00:00.000,Commercial Final,821 - DANIELS WAY SW,Plan 1822012 Blk 4 Lot 175,DESROCHERS AREA,5463,To complete Change of Use (E to D) and construct Interior Alterations (tenant improvement) for a massage clinic in an existing mixed use building. ”Massage Heritage Wellness Ltd.”,"Clinics, Health Units (642)",(03) Interior Alterations,1778,48000,DC1,1,53.39872301339645,-113.54229733435787,,1,
2026-08-13T00:00:00.000,2026,8,2026-08-13T00:00:00.000,Commercial Final,"302, 4730 - GATEWAY BOULEVARD NW",Plan 7620205 Blk 28 Lots 2-3,CALGARY TRAIL NORTH,5110,to construct Interior Alterations (first tenant fit-up) in an existing 6-storey mixed-use building. --Eversquare Radiology Clinic--,"Clinics, Health Units (642)",(03) Interior Alterations,7308.69,1460000,DC2,0,53.484786406172525,-113.4935301901617,,1,
2026-08-06T00:00:00.000,2026,8,2026-08-06T00:00:00.000,Commercial Final,"215, 14925 - 111 AVENUE NW",Plan 191KS Blk 17 Lot 1,HIGH PARK,4200,To construct Interior Alterations (tenant fit up) to an existing commercial building.   ”High Park Dental”,Office Buildings (520),(03) Interior Alterations,1474.65,137000,CG,0,53.55850229841031,-113.578974969387,,1,
2026-07-29T00:00:00.000,2026,7,2026-07-29T00:00:00.000,Commercial Final,"101, 11425 - 124 STREET NW",Plan RN46 Blk 22 Lot 15,INGLEWOOD,3240,To construct interior alterations (initial tenant fit-up) for a pharmacy and clinic on main floor of a mix-used building.,Office Buildings (520),(03) Interior Alterations,2237,125000,RM,0,53.564530120935316,-113.53542012815689,,1,
2026-07-29T00:00:00.000,2026,7,2026-07-29T00:00:00.000,Commercial Final,"1902, 8215 - 112 STREET NW",Plan 5384RS Blk 158 Lot 1A,GARNEAU,5200,"To construct Interior Alterations (tenant fit up on suite 1902 only) to an existing office building. ""College Plaza Infusion Clinic""","Clinics, Health Units (642)",(03) Interior Alterations,2152.78,50000,DC2,0,53.51860391214073,-113.52021095968786,,1,
2026-07-23T00:00:00.000,2026,7,2026-07-23T00:00:00.000,Commercial Final,2627 - 151 AVENUE NW,Plan 0823678 Unit 3,FRASER,2280,To construct Interior Alterations. Create an opening in the existing demising wall. Expand a pharmacy (2631) into the next unit (2627)and add medical offices in the new space.,Office Buildings (520),(03) Interior Alterations,1102,85000,CN,0,53.61258208886041,-113.37916435199776,,1,
2026-07-17T00:00:00.000,2026,7,2026-07-17T00:00:00.000,Commercial Final,8624 - 175 STREET NW,Plan 2321051 Blk 9 Lot 76,THORNCLIFF,4560,to construct Interior Alterations (first tenant fit-up) in a new commercial building. --Raj Dental--,Office Buildings (520),(03) Interior Alterations,2425,240000,MU,0,53.5199392139701,-113.62442129855923,,1,
2026-07-16T00:00:00.000,2026,7,2026-07-16T00:00:00.000,Commercial Final,12519 - 102 AVENUE NW,Plan RN22B Blk 39 Lot 6,WESTMOUNT,3440,To construct Interior Alterations (tenant fit-up) in an existing commercial building. --Bailey Nelson & Optometry--,Retail and Shops (510),(03) Interior Alterations,848.2,200000,MU,0,53.54256799807386,-113.5381618471154,,1,
2026-07-13T00:00:00.000,2026,7,2026-07-13T00:00:00.000,Commercial Final,1095 - KNOTTWOOD ROAD EAST NW,Plan 7621268 Blk 27 Lot 1,MENISA,6450,"To Change Use (E to D) and construct Interior Alterations (6 exam rooms, 1 staff room, 1 offices, and a barrier free washroom) to an existing commercial building.   ”KNOTTWOOD ROAD CLINIC AND PHARMACY”",Office Buildings (520),(03) Interior Alterations,1534,85000,DC2,0,53.444852872230584,-113.44378705928006,,1,
2026-07-08T00:00:00.000,2026,7,2026-07-08T00:00:00.000,Commercial Final,"200, 9622 - 42 AVENUE NW",Condo Common Area (Plan 2321515),STRATHCONA INDUSTRIAL PARK,6700,To construct Interior Alterations to an existing space. Demise condominium  unit 200 into 2 suites and construct tenant improvements to one of the demised suites.  Gurjant Medical Clinic.,Office Buildings (520),(03) Interior Alterations,2691.9,150000,BE,0,,,,1,
2026-07-07T00:00:00.000,2026,7,2026-07-07T00:00:00.000,Commercial Final,6732 - 75 STREET NW,Plan 0320769 Unit 38,DAVIES INDUSTRIAL WEST,6170,to construct Interior Alterations (tenant fit-up) in an existing commercial building. --Tung Dental Clinic--,Office Buildings (520),(03) Interior Alterations,1971,98000,BE,0,53.50306562123521,-113.44366693681827,,1,
2026-07-07T00:00:00.000,2026,7,2026-07-07T00:00:00.000,Commercial Final,11762 - 106 STREET NW,Plan 0020707 Lot C,BLATCHFORD AREA,1111,"To construct Interior Alterations (conversion of a classroom into a laboratory only) to an existing post secondary education building. ""NAIT BUILDING E, Classroom E208""",Post-secondary Institutions (624),(03) Interior Alterations,1076.39,10000,UI,0,53.568241287312986,-113.50514405524684,,1,
2026-07-03T00:00:00.000,2026,7,2026-07-03T00:00:00.000,Commercial Final,9944 - 175 STREET NW,Plan 1922303 Blk 1 Lot 4,TERRA LOSA,4540,To construct Interior Alterations (1st Tenant Fit-up for a health clinic) and to Change Use (E to D) to an existing commercial shell building. “Gentili Health Clinic”,Office Buildings (520),(03) Interior Alterations,4147.87,750000,DC2,0,53.53671031641459,-113.62358930973656,,1,
2026-07-03T00:00:00.000,2026,7,2026-07-03T00:00:00.000,Commercial Final,1808 - RABBIT HILL ROAD NW,Plan 0024786 Blk 73 Lot 2,TERWILLEGAR TOWNE,5640,"To construct Interior Alterations in an Extended Medical Treatment Services Building,  Devonshire Attic Replacement, (attic sprinkler / piping replacement). Devonshire Care Centre"".","Day Cares, Nursing Homes (650)",(03) Interior Alterations,28000,850000,DC2,0,53.44948286678901,-113.56671203396051,,1,
2026-07-02T00:00:00.000,2026,7,2026-07-02T00:00:00.000,Commercial Final,1091 - KESWICK DRIVE SW,Plan 1920717 Blk 16 Lots 47;Plan 2121333 Blk 16 Lots 3,KESWICK,5574,To construct Interior Alterations (1st Tenant Fit-up for a psychology clinic) and to Change Use (E to D) to an existing mixed use shell building. “ Yeg Psychology”,Office Buildings (520),(03) Interior Alterations,3485,450000,DC2,0,53.41995064202263,-113.61998911419839,,1,
2026-06-30T00:00:00.000,2026,6,2026-06-30T00:00:00.000,Commercial Final,4349 - 50 STREET NW,Plan 9123322 Blk 1 Lot 56,JACKSON HEIGHTS,6330,To construct Interior alterations to a Dental Office. Millwoods Dental Choice.,Office Buildings (520),(03) Interior Alterations,1500,370000,DC2,0,53.481359546732655,-113.41716300713811,,1,
2026-06-29T00:00:00.000,2026,6,2026-06-29T00:00:00.000,Commercial Final,"220, 17010 - 103 AVENUE NW",Plan 7720926 Blk 1 Lot 6,STONE INDUSTRIAL,4510,to construct Interior Alterations (tenant fit-up) in an existing office building. --Elevations Physiotherapy--,Office Buildings (520),(03) Interior Alterations,3207.64,115000,BE,0,53.54564129709842,-113.61696657838839,,1,
2026-06-29T00:00:00.000,2026,6,2026-06-29T00:00:00.000,Commercial Final,13940 - 164 STREET NW,Plan 2220780 Blk 8 Lot 4,MISTATIM INDUSTRIAL,4320,"to construct Interior Alterations (expansion within the existing veterinarian clinic -  new boardroom, offices, work stations, 3 exam rooms and renovations to Dog Ward area) in an existing commercial building. --Boreal Veterinarian Centre Renovation and Expansion--",Animal and Plant Services (410),(03) Interior Alterations,3025.73,313033,BE,0,53.601427750477654,-113.60553552840342,,1,
2026-06-26T00:00:00.000,2026,6,2026-06-26T00:00:00.000,Commercial Final,2312 - 96 STREET NW,Plan 8120859 Blk 14 Lot 2,PARSONS INDUSTRIAL,6570,"To construct an interior renovation to add a medical clinic (cosmetic upgrades such as wall and floor finishes, millwork and fixtures, Adding new washroom stalls, minor plumbing and electrical work) to the existing commercial building. -- Horizon Prenatal Diagnostics Inc.","Clinics, Health Units (642)",(03) Interior Alterations,5726.4,350000,BE,0,53.45290632400099,-113.47617641774637,,1,
2026-06-22T00:00:00.000,2026,6,2026-06-22T00:00:00.000,Commercial Final,8440 - 112 STREET NW,Plan 9826528 Lot 6,UNIVERSITY OF ALBERTA,5520,"To construct Interior Alterations to the UAH Pharmacy NAPRA Renovation (WMC) - Level 0. Renovating the existing pharmacy sterile product storage, gowning, assembly, manufacturing, and chemo room to create a larger space and update the areas to the current standards. UAH Pharmacy NAPRA.",Hospitals (640),(03) Interior Alterations,2690.98,5034000,AJ,0,53.52072150232498,-113.52321909208756,,1,
2026-06-19T00:00:00.000,2026,6,2026-06-19T00:00:00.000,Commercial Final,"UPPER, 9751 - 54 AVENUE NW",Plan 4372TR Blk 17 Lot 4,CORONET INDUSTRIAL,6100,To change the use from D to F3 and complete interior alterations for a custom manufacturing facility (compounding pharmacy) in the existing commercial building.,Retail and Shops (510),(03) Interior Alterations,698,20000,IM,0,53.48943741226451,-113.48301766577264,,1,
2026-06-19T00:00:00.000,2026,6,2026-06-19T00:00:00.000,Commercial Final,14169 - 162 AVENUE NW,"Condo Common Area (Plan 1622900,2022071)",RAMPART INDUSTRIAL,3360,To Change Use (F2 to D) construct Interior Alterations (tenant fit up) to an existing general industrial building. ”Create Compounding Pharmacy”,Retail and Shops (510),(03) Interior Alterations,8818,300000,BE,0,53.62280081323009,-113.56858017390284,,1,
2026-06-17T00:00:00.000,2026,6,2026-06-17T00:00:00.000,Commercial Final,7007 - 116 STREET NW,Plan 4663AK Blk X,UNIVERSITY OF ALBERTA FARM,5530,"To construct Interior Alterations (replacement of air handling unit) in an existing office/industrial building . ""Medical Examiners Building""",Laboratory/Research Centres (580),(03) Interior Alterations,1614.59,900000,AJ,0,53.50608655339753,-113.52996263585176,,1,
2026-06-16T00:00:00.000,2026,6,2026-06-16T00:00:00.000,Commercial Final,11816 - 26 AVENUE SW,Plan 2421140 Unit 2,HERITAGE VALLEY TOWN CENTRE,5472,To construct interior alterations to existing medical clinic and pharmacy for conversion of two exam rooms to x-ray imaging suite (no additional occupant load proposed). --EVER Heritage Valley Medical & Pharmacy Imaging Suite TI--,Office Buildings (520),(03) Interior Alterations,3605.91,75000,DC2,0,,,,1,
2026-06-15T00:00:00.000,2026,6,2026-06-15T00:00:00.000,Commercial Final,"140, 3804 - 139 AVENUE NW",Plan 1524909 Unit 1,CLAREVIEW TOWN CENTRE,2145,Change the use from assembly to a personal service clinic for a physiotherapy clinic in an existing community center building. (No building changes other than cosmetic and furnishings) (Clareview Rec Center)  -- Boost Physiotherapy Ltd.,Office Buildings (520),(03) Interior Alterations,0,5000,PS,0,53.60297740013495,-113.40467256542343,,1,
2026-06-10T00:00:00.000,2026,6,2026-06-10T00:00:00.000,Commercial Final,"F8, 1 - MILLBOURNE SHOPPING CENTRE NW",Plan 7720553 Blk 18 Lots 58-59,LEE RIDGE,6400,"To complete Change of Use (E to D) and construct Interior Alterations (tenant improvement) for a physiotherapy clinic in an existing commercial building (Millbourne Mall). ""Millbourne Sports Plus Physiotherapy"" WORK DONE WITHOUT PERMIT",Office Buildings (520),(03) Interior Alterations,1514,35000,CG,0,53.472302390937365,-113.45015185193691,,1,
2026-06-08T00:00:00.000,2026,6,2026-06-08T00:00:00.000,Commercial Final,12913 - 140 AVENUE NW,Plan 0523197 Blk 1 Lot B,PEMBINA,3340,"To construct Interior Alterations (renovations) to a clinic in an existing commercial building. ""Signature Ortho""",Office Buildings (520),(03) Interior Alterations,18847.59,50000,CG,0,53.60104653626951,-113.5429361348204,,1,
2026-06-04T00:00:00.000,2026,6,2026-06-04T00:00:00.000,Commercial Final,6563 - ANDREWS GATE SW,Condo Common Area (Plan 2621143),AMBLESIDE,5505,To construct Interior Alterations (1st Tenant Fit-up - Manual Osteopathy Clinic) and to Change Use (A2 to D) to an existing commercial shell building. Including 1 new 1hr demising wall  -- 2783068 Alberta Ltd --,Office Buildings (520),(03) Interior Alterations,1496.18,50000,DC1,0,,,,1,
2026-06-04T00:00:00.000,2026,6,2026-06-04T00:00:00.000,Commercial Final,"201, 485 - MISTATIM WAY NW",Plan 1821108 Blk 2 Lot 6,MISTATIM INDUSTRIAL,4320,"To construct a two story office building - Shell Only. Including: main floor (2 washrooms, staff room, lobby) second floor (public corridor, 2 washrooms, 1hr suite demising walls) and 13 RTU's  -- Rady Health Centre --  Note: tenant fit-ups require separate permit(s)",Office Buildings (520),(01) New,,3500000,CB,0,53.600861047946346,-113.58151267772993,,1,
2026-06-03T00:00:00.000,2026,6,2026-06-03T00:00:00.000,Commercial Final,17044 - 107 AVENUE NW,Plan 8023090 Blk 2 Lot 4A,MCNAMARA INDUSTRIAL,4300,to construct Interior Alterations (first tenant fit-up) in a new commercial use building. --Ever Red Dental--,Office Buildings (520),(03) Interior Alterations,1323.96,125000,BE,0,53.553835154409974,-113.61655442048331,,1,
2026-06-03T00:00:00.000,2026,6,2026-06-03T00:00:00.000,Commercial Final,16721 - 71 STREET NW,Plan 2322452 Blk 9 Lot 14,SCHONSEE,2700,To Change Use (E to D) and construct Interior Alterations ( 1st tenant fit up and demolition of existing demising walls) to an existing commercial shell building;   ”North East Medical Centre”,Office Buildings (520),(03) Interior Alterations,4392,495000,CN,0,53.6293451142922,-113.45005304049403,,1,
2026-06-03T00:00:00.000,2026,6,2026-06-03T00:00:00.000,Commercial Final,"201, 8311 - CHAPPELLE WAY SW","Condo Common Area (Plan 2122616,2120841)",CHAPPELLE,5471,To construct Interior Alterations (1st Tenant Fit-up) to an existing commercial shell building. “Chappelle Way Medical Clinic”,Office Buildings (520),(03) Interior Alterations,882,140000,"CG, CG",0,53.396687938823625,-113.5937109964558,,1,
2026-06-03T00:00:00.000,2026,6,2026-06-03T00:00:00.000,Commercial Final,15270 - 127 STREET NW,Plan 0625614 Blk 16 Lot 4,CUMBERLAND,3150,"To construct Interior Alterations to an existing dental office, remove front entry vestibule, create new front office and separate treatment room 5, 6 from floor space. Cosmetic improvements; new finishes, new millwork new lighting, basic power/data distribution.  HVAC is limited to deletion of 2 diffusers.  NO SPRINKLER CHANGE, NO PLUMBING.   ”Dental Zen”.",Office Buildings (520),(03) Interior Alterations,1839.55,92000,CG,0,53.61598664852212,-113.54281974701588,,1,
2026-06-02T00:00:00.000,2026,6,2026-06-02T00:00:00.000,Commercial Final,5302 - ADMIRAL GIROUARD STREET NW,Condo Common Area (Plan 2321252),GRIESBACH,3111,To construct Interior Alterations in an existing (D) occupancy.  Installation of a cold plunge tub in an existing physiotherapy business  Movenetics Physiotherapy.,Office Buildings (520),(03) Interior Alterations,0,5000,CG,0,,,,1,
2026-06-02T00:00:00.000,2026,6,2026-06-02T00:00:00.000,Commercial Final,16520 - 118 AVENUE NW,Condo Common Area (Plan 1525451),CARLETON SQUARE INDUSTRIAL,4100,to construct Interior Alterations (first tenant fit-up) in an existing commercial building. --Spinal element chiropractic clinic-- (two proposed rated demising walls at left and rear of tenant space),Office Buildings (520),(03) Interior Alterations,1367,200000,BE,0,53.57128299283887,-113.60700733469722,,1,
2026-06-02T00:00:00.000,2026,6,2026-06-02T00:00:00.000,Commercial Final,5395 - EDGEMONT BOULEVARD NW,Condo Common Area (Plan 2421892),EDGEMONT,4462,"To construct Interior Alterations (1st tenant fit-up) to add a pharmacy and clinic in an existing commercial building (Royal Center Edgemont Building 3). ""Edgemont Pharmacy & Clinic""",Office Buildings (520),(03) Interior Alterations,3506,55000,CN,0,,,,1,
2026-05-28T00:00:00.000,2026,5,2026-05-28T00:00:00.000,Commercial Final,1011 - DANIELS LOOP SW,Plan 2120166 Blk 9 Lot 21,DESROCHERS AREA,5463,To construct a basement development in a single detached house and add a HOME BASED BUSINESS to a portion of the basement. Dental Laboratory to manufacture dental devices. --Gyeol Dental Art Studio.,Manufacturing Buildings (430),(03) Interior Alterations,2152.78,35000,RSF,0,53.39671157594485,-113.54383951148606,,1,
2026-05-28T00:00:00.000,2026,5,2026-05-28T00:00:00.000,Commercial Final,11409 - 40 AVENUE NW,Plan 3614NY Blk 63 Lot 24A,GREENFIELD,5220,To change the use from a restaurant to a medical clinic (A2 to D) and to make interior alterations for the clinic in the existing commercial building. -- Riverbend Medical Clinic--,Office Buildings (520),(03) Interior Alterations,2226,220000,CG,0,53.47547477997579,-113.52751631465084,,1,
2026-05-26T00:00:00.000,2026,5,2026-05-26T00:00:00.000,Commercial Final,12038 - 48 AVENUE NW,Plan 2422229 Blk 1 Lot 3,MALMO PLAINS,5280,"To construct interior alterations (initial tenant fit-up) for a clinic with pharmacy within an existing commercial building (Michener Park Commercial - Bldg ""E""). ""Michener Park Clinic and Pharmacy""",Office Buildings (520),(01) New,2152.78,280000,"CG, CG",0,,,,1,
2026-05-14T00:00:00.000,2026,5,2026-05-14T00:00:00.000,Commercial Final,12034 - 48 AVENUE NW,Plan 2422229 Blk 1 Lot 3,MALMO PLAINS,5280,To construct Interior Alterations (initial tenant fit-up) for a hearing clinic within an existing shell building. Incudes 2 2hr demising walls. HI-FIDELITY HEARING CLINIC.,Office Buildings (520),(03) Interior Alterations,1126.12,150000,"CG, CG",0,,,,1,
2026-05-14T00:00:00.000,2026,5,2026-05-14T00:00:00.000,Commercial Final,1100 - YOUVILLE DRIVE WEST NW,Plan 8220154 Blk 4 Lot 1,TAWA,6720,"To construct Interior Alterations to an extended Medical Treatment Facility and Exterior alterations -reconfigure existing window opening to accommodate a new doorway, (Room 1752)  ""Medical Device Processing Department -TP1 (Level 0, Level 1) Relocation Package""   ”Grey Nuns Community Hospital”.",Hospitals (640),(03) Interior Alterations,7717.72,1086161,UF,0,53.462071793344684,-113.4295408389405,,1,
2026-05-08T00:00:00.000,2026,5,2026-05-08T00:00:00.000,Commercial Final,"250, 10216 - 124 STREET NW",Plan RN22 Blk 33 Lots 14-16,WESTMOUNT,3440,to construct Interior Alterations (expanding an existing clinic by 1657 sq.ft) in an existing commercial building. --EyeQ Expansion--,"Clinics, Health Units (642)",(03) Interior Alterations,2763,120000,DC2,0,53.54374706675534,-113.53640140277851,,1,
2026-05-07T00:00:00.000,2026,5,2026-05-07T00:00:00.000,Commercial Final,5358 - ADMIRAL GIROUARD STREET NW,Condo Common Area (Plan 2321252),GRIESBACH,3111,"To construct interior alterations to a health services / medical office.  Initial tenant fit up, Griesbach Clinic,  Building A - JEWEL OF GRIESBACH,",Office Buildings (520),(03) Interior Alterations,1960,250000,CG,0,,,,1,
2026-05-06T00:00:00.000,2026,5,2026-05-06T00:00:00.000,Commercial Final,2607 - ELLWOOD DRIVE SW,"Condo Common Area (Plan 1021674,1025631)",ELLERSLIE INDUSTRIAL,6214,To construct Interior Alterations (office renovation) to an existing office building.   ”Manor Clinic”,Office Buildings (520),(03) Interior Alterations,1000,30000,EIB,0,53.42909491370603,-113.473565551949,,1,
2026-05-05T00:00:00.000,2026,5,2026-05-05T00:00:00.000,Commercial Final,8129 - 97 STREET NW,Plan 4575S Blk 12 Lots 1-7,RITCHIE,6610,"To Change Use (A2 to D)  and to construct Interior Alterations (tenant fit-up) for a medical clinic and pharmacy in an existing commercial building. ""Whyte Avenue Medical Clinic""",Office Buildings (520),(03) Interior Alterations,2458,120000,MU,0,53.51772418527506,-113.47902182826628,,1,
2026-04-29T00:00:00.000,2026,4,2026-04-29T00:00:00.000,Commercial Final,"100, 4207 - 98 STREET NW",Plan 0724415 Blk 6 Lot 11,STRATHCONA INDUSTRIAL PARK,6700,To construct Interior Alterations (tenant improvement/renovation) to an existing office building. ”Insight Medical Imaging - Greystone”,"Clinics, Health Units (642)",(03) Interior Alterations,3517,214587,BE,0,53.479454350154256,-113.48086832390892,,1,
2026-04-28T00:00:00.000,2026,4,2026-04-28T00:00:00.000,Commercial Final,10506 - JASPER AVENUE NW,Condo Common Area (Plan 0226956),DOWNTOWN,1090,Change of use from a restaurant (A2) to office use (D) and to complete interior alterations for a medical clinic with a pharmacy in the existing commercial building. -- Liberty Clinic & Pharmacy,Office Buildings (520),(03) Interior Alterations,1450,80000,"JAMSC, UW",0,53.54156603641596,-113.50149196458146,,1,
2026-04-23T00:00:00.000,2026,4,2026-04-23T00:00:00.000,Commercial Final,12728 - 167 AVENUE NW,Plan 1620811 Blk 1 Lot 13,ALBANY,3460,to construct Interior Alterations (tenant fit-up + expansion) in an existing commercial building. --Albany Dental Expansion--,Office Buildings (520),(03) Interior Alterations,957.99,65000,CG,0,53.629585260898544,-113.54481530946592,,1,
2026-04-21T00:00:00.000,2026,4,2026-04-21T00:00:00.000,Commercial Final,6539 - ANDREWS GATE SW,Condo Common Area (Plan 2621143),AMBLESIDE,5505,To construct Interior Alterations (initial tenant fit-up) for a medical clinic and pharmacy within an existing shell building. -- Ambleside Family Clinic.,Office Buildings (520),(03) Interior Alterations,3443,480000,DC1,0,,,,1,
2026-04-15T00:00:00.000,2026,4,2026-04-15T00:00:00.000,Commercial Final,4320 - 199 STREET NW,Condo Common Area (Plan 2620244),THE HAMPTONS,4461,To construct Interior Alterations (first tenant fit-up) in a new commercial building. –Eye 9 Optometry–,Office Buildings (520),(03) Interior Alterations,1679.17,85000,CN,0,,,,1,
2026-04-14T00:00:00.000,2026,4,2026-04-14T00:00:00.000,Commercial Final,16733 - 127 STREET NW,Plan 1321434 Blk 1 Lot 2,RAPPERSWILL,3370,"To construct Interior Alterations (tenant improvement) for a physiotherapy clinic in an existing commercial building (Newcastle Building 11). ""Mind Body Physiotherapy""",Office Buildings (520),(03) Interior Alterations,1200,100000,CG,0,53.630563750709285,-113.53950597976217,,1,
2026-04-13T00:00:00.000,2026,4,2026-04-13T00:00:00.000,Commercial Final,941 - MISTATIM LINK NW,Plan 1820754 Blk 3 Lot 4,MISTATIM INDUSTRIAL,4320,"To construct Interior Alterations (first tenant improvement) for a massage clinic to an existing commercial shell building. ""Flexcare Massage""",Office Buildings (520),(03) Interior Alterations,1279,150000,"CB, CB",0,53.60228131251419,-113.58012225379626,,1,
2026-04-13T00:00:00.000,2026,4,2026-04-13T00:00:00.000,Commercial Final,"201, 12850 - 127 STREET NW",Plan 2620425 Blk 61 Lot 26,ATHLONE,3010,"To construct a 2-Storey multi-use commercial building (Shell ONLY - 0 demising walls, 6 RTU's) with clinic/pharmacy and dental on the main floor,  Office on the second floor and tenant underslab for suite 12854 and 12703. (NOTEL: Shell Only, future tenant fit-ups require separate permits.)","Malls, Office/Retail (512)",(01) New,,2050000,MU,0,,,,1,
2026-04-10T00:00:00.000,2026,4,2026-04-10T00:00:00.000,Commercial Final,13221 - BUENA VISTA ROAD NW,Plan 1223199 Blk 1 Lot 1,RIVER VALLEY LAURIER,3382,"To leave on site a TEMPORARY (maximum of 5 years, expiry date of April 09, 2031) pre-fab Building (12'x40' skid trailer) for laboratory use (F2 occupancy) - Edmonton Valley Zoo (frog trailer).",Laboratory/Research Centres (580),(01) New,,100965,"A, A4",0,53.510323433013646,-113.55582368970695,,1,
2026-04-09T00:00:00.000,2026,4,2026-04-09T00:00:00.000,Commercial Final,15331 - 97 STREET NW,Plan 1420713 Blk 90 Lot 2A,EAUX CLAIRES,2241,To Change Use (E to D) and construct Interior Alterations (Tenant Fit Up) to an existing building.   ”Epic Physiotherapy”,Office Buildings (520),(03) Interior Alterations,1410,80000,DC2,0,53.61483268414493,-113.49026489487909,,1,
2026-04-09T00:00:00.000,2026,4,2026-04-09T00:00:00.000,Commercial Final,12723 - VICTORIA TRAIL NW,Plan 2321749 Blk 42 Lot 22A,CANON RIDGE,2120,To construct Interior Alterations (1st Tenant Fit-up) for a dental clinic in an existing commercial building (Vista Ridge-  Building 3). “ Vista Ridge Dental”,Office Buildings (520),(03) Interior Alterations,2200.03,500000,DC2,0,53.58060128705363,-113.38167525414607,,1,
2026-04-07T00:00:00.000,2026,4,2026-04-07T00:00:00.000,Commercial Final,"100, 10335 - 172 STREET NW",Plan 7720926 Blk 1 Lot 5,STONE INDUSTRIAL,4510,"to construct Interior Alterations (interior partition wall demolition, new walls, floors, doors, addition washrooms and pharmacy) to an office building. --Metis Settlement General Council--",Office Buildings (520),(03) Interior Alterations,5000,200000,BE,0,53.54613175482874,-113.61688904741726,,1,
2026-04-02T00:00:00.000,2026,4,2026-04-02T00:00:00.000,Commercial Final,11814 - 26 AVENUE SW,Plan 2421140 Unit 2,HERITAGE VALLEY TOWN CENTRE,5472,To construct Interior Alterations (1st Tenant Fit-up) and to Change Use (E to D) to an existing commercial shell building. “Manjot Dental Heritage Valley”,Office Buildings (520),(03) Interior Alterations,2294,80000,DC2,0,,,,1,
2026-04-02T00:00:00.000,2026,4,2026-04-02T00:00:00.000,Commercial Final,18236 - 89 AVENUE NW,Plan 7820298 Blk 17 Lot 3A,BELMEAD,4040,To Change Use (E to D) and construct Interior Alterations (New interior partitions) to an existing commercial building.  ”Physio Belmead”,Office Buildings (520),(03) Interior Alterations,967,45000,CN,0,53.523997751887926,-113.63903748890648,,1,
2026-03-26T00:00:00.000,2026,3,2026-03-26T00:00:00.000,Commercial Final,13620 - 163 STREET NW,Plan 0221954 Blk 8 Lot 1,MISTATIM INDUSTRIAL,4320,To construct an Addition (54sqm on NW side) and to construct Interior Alterations (New kennels for dogs and cats ) to an existing animal care building;  “Edmonton Humane”,Animal and Plant Services (410),(02) Addition,462847.7,1318000,IM,0,53.597839624054565,-113.60448978824047,,1,
