issue_date,year,month_number,permit_date,job_category,address,legal_description,neighbourhood,neighbourhood_numberr,job_description,building_type,work_type,floor_area,construction_value,zoning,units_added,latitude,longitude,location,count,house_number
2024-08-20T00:00:00.000,2024,8,2024-08-20T00:00:00.000,Commercial Final,12620A - 132 AVENUE NW,Plan 5772KS Blk 12 Lot 2,KENSINGTON,3250,"To complete interior renovation (relocate existing counter, add new three offices & a new bathroom) to the existing pharmacy space. -- Kensington Pharmacy",Retail and Shops (510),(03) Interior Alterations,1600,90000,CG,0,53.592854221557275,-113.53981066079909,,1,
2024-08-12T00:00:00.000,2024,8,2024-08-12T00:00:00.000,Commercial Final,"205, 9562 - 82 AVENUE NW",Plan 4575S Blk 15 Lots 1-2,STRATHCONA,5480,To construct Interior Alterations (Cosmetic upgrades and some small electrical upgrades) to an existing office building. ”Lumos Dental”,Office Buildings (520),(03) Interior Alterations,659.83,50000,MU,0,53.51835653698772,-113.47636273679375,,1,
2024-08-09T00:00:00.000,2024,8,2024-08-09T00:00:00.000,Commercial Final,"105, 2230 - TRUMPETER WAY NW",Plan 1425609 Blk 8 Lot 87,TRUMPETER AREA,4471,To construct Interior Alterations to an existing mixed use shell building. “Trumpeter Drug Mart”  (pharmacy and convenience store inside tenant space)  Existing 1 hr rated demising wall on the West side and one new 1 hr demising wall on the East side of the space.,Retail and Shops (510),(03) Interior Alterations,784.34,50000,DC1,0,53.58930219741416,-113.67894422381339,,1,
2024-08-08T00:00:00.000,2024,8,2024-08-08T00:00:00.000,Commercial Final,"110, 6925 - GATEWAY BOULEVARD NW",Plan 2416HW Lots 10-11,STRATHCONA JUNCTION,5151,To change the use of an A2 to D occupancy and construct Interior Alterations - tenant fit up - Melody Audiology,Office Buildings (520),(03) Interior Alterations,969,128000,DC,0,53.506123298381624,-113.49404274212166,,1,
2024-08-07T00:00:00.000,2024,8,2024-08-07T00:00:00.000,Commercial Final,6940 - ELLERSLIE ROAD SW,Plan 2320638 Blk 1 Lot 11,ELLERSLIE,6211,To construct Interior Alterations (1st Tenant Fit-up) to an existing shell building. “Vet Clinic”,Animal and Plant Services (410),(03) Interior Alterations,2400,500000,DC2,0,53.4258427347943,-113.44608948541536,,1,
2024-07-31T00:00:00.000,2024,7,2024-07-31T00:00:00.000,Commercial Final,11400 - UNIVERSITY AVENUE NW,Plan 8821049 Blk Q,UNIVERSITY OF ALBERTA,5520,"To construct interior alterations to build a renal kidney care clinic on the existing level 4 shelled space - Kaye Edmonton Clinic, University of Alberta Hospital.","Clinics, Health Units (642)",(03) Interior Alterations,,11730000,AJ,0,53.51801231630468,-113.52747729448646,,1,
2024-07-31T00:00:00.000,2024,7,2024-07-31T00:00:00.000,Commercial Final,385 - PARSONS ROAD SW,Condo Common Area (Plan 2420498),ELLERSLIE INDUSTRIAL,6214,"To complete the interior alterations, add a tenant-fit-up (personal service shop & beauty clinic) - Vanity Touch.",Retail and Shops (510),(03) Interior Alterations,1450,125000,EIB,0,,,,1,
2024-07-24T00:00:00.000,2024,7,2024-07-24T00:00:00.000,Commercial Final,"500, 9804 - JASPER AVENUE NW",Plan 0725644 Blk 1 Lot 7,DOWNTOWN,1090,"To construct Interior Alterations (tenant fit-up - painting, patching walls, glass partitions and new furniture) in an existing office space.  --Alberta Dental Association--",Office Buildings (520),(03) Interior Alterations,2382,75000,CCA,0,53.54192558532095,-113.4871539734714,,1,
2024-07-19T00:00:00.000,2024,7,2024-07-19T00:00:00.000,Commercial Final,10977 - 50 STREET NW,Plan 0941211 Blk 1 Lot 35,RIVER VALLEY GOLD BAR,6620,"To construct Interior Alterations (convert an existing meeting room, single washroom, and laboratory space into a larger meeting room) in the north-west corner of an existing laboratory building. ""Gold Bar Waste Water Laboratory Building""",Laboratory/Research Centres (580),(03) Interior Alterations,796.53,82000,"PU, PU",0,53.56034385025914,-113.41087927509555,,1,
2024-07-16T00:00:00.000,2024,7,2024-07-16T00:00:00.000,Commercial Final,4726 - GATEWAY BOULEVARD NW,Plan 7620205 Blk 28 Lots 2-3,CALGARY TRAIL NORTH,5110,"To construct an Interior Alterations (first tenant fit-up) in an existing 6-storey commercial building. ""Southtrail Pharmasave & Medical Clinic""",Office Buildings (520),(03) Interior Alterations,5892.8,800000,DC2,0,53.484786406172525,-113.4935301901617,,1,
2024-07-16T00:00:00.000,2024,7,2024-07-16T00:00:00.000,Commercial Final,7004 - 98 AVENUE NW,Plan 6408MC Blk 20A Lots 51-52,TERRACE HEIGHTS,6730,To construct Interior Alterations (tenant fit out/moving in) to an existing building. “IDA Pharmacy and Clinic”,Retail and Shops (510),(03) Interior Alterations,3229.17,45000,"RS, MUN",0,53.53784730117287,-113.4361620238455,,1,
2024-07-05T00:00:00.000,2024,7,2024-07-05T00:00:00.000,Commercial Final,"1, 2051 - LEGER ROAD NW",Plan 0922485 Blk 163 Lot 54,LEGER,5630,"To construct Interior Alterations (Demolition of existing interior space, building treatment rooms, and staff room) to an existing recreation center - Boost Physiotherapy.",Office Buildings (520),(03) Interior Alterations,1690,126265,PS,0,53.45833509963096,-113.58268427337823,,1,
2024-07-04T00:00:00.000,2024,7,2024-07-04T00:00:00.000,Commercial Final,8764 - 149 STREET NW,Plan 5572HW Blk 1 Lots 4-10,JASPER PARK,4230,"To construct Interior Alterations to remove the exit signage above one double door not used as an exit in an existing pharmacy. ""Lynwood Pharmasave""",Retail and Shops (510),(03) Interior Alterations,53.82,1469,CG,0,53.52069258395505,-113.5784891747616,,1,
2024-06-28T00:00:00.000,2024,6,2024-06-28T00:00:00.000,Commercial Final,21550 - 92 AVENUE NW,Plan 2322103 Blk 2 Lot 68,SECORD,4487,"To construct Interior Alterations for initial tenant improvement of retail/pharmacy in commercial building (Winterburn Point CRU 1).  ""Shoppers Drug Mart #5798",Retail and Shops (510),(03) Interior Alterations,16905,1323045,DC2,0,53.5286280638885,-113.69109499660266,,1,
2024-06-27T00:00:00.000,2024,6,2024-06-27T00:00:00.000,Commercial Final,9710 - 182 STREET NW,Plan 7821059 Blk 46 Lot 3,LA PERLE,4240,To Change the Use from a Minor Indoor Entertainment (Martial Arts Studio) to an Indoor Sales and Service (Pharmacy) and to Construct Interior Alterations  ”La Perle”,Retail and Shops (510),(03) Interior Alterations,1280.9,46000,DC2,0,53.53281071007388,-113.6385485000145,,1,
2024-06-25T00:00:00.000,2024,6,2024-06-25T00:00:00.000,Commercial Final,"150, 5055 - 101 AVENUE NW",Plan 2542NY Blk 3 Lot 1,OTTEWELL,6550,"To construct Interior Alterations and a Change of Use (E to D) to complete a tenant improvement and adding a 1hr demising wall in an existing commercial building (Capilano Mall - Bldg 2). ""Capilano Dental""",Office Buildings (520),(03) Interior Alterations,1856,125000,MU,0,53.53946118414281,-113.42147499124742,,1,
2024-06-21T00:00:00.000,2024,6,2024-06-21T00:00:00.000,Commercial Final,2011 - 94 STREET NW,Plan 8120859 Blk 3 Lot 1,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,"To construct Interior Alterations in an existing laboratory floor space.  The BBDC (Biotechnical Business Development Centre) located at the NE corner of the Edmonton Research Park  is an existing Laboratory Facility (building) built in 1986.  Selected office areas at the BBDC are to be upgraded  including new finishes, and some mechanical and electrical improvements.",Laboratory/Research Centres (580),(03) Interior Alterations,5381.95,750000,BE,0,53.45094571438238,-113.47164771345662,,1,
2024-06-21T00:00:00.000,2024,6,2024-06-21T00:00:00.000,Commercial Final,"104, 10350 - 124 STREET NW",Plan RN22 Blk 32 Lots 19-20,WESTMOUNT,3440,"To construct Interior Alterations (adding private rooms, reception desk, staff room, flooring and paint ) to an existing office building.    ”Fuel Pain and Injury Recovery Clinic”",Office Buildings (520),(03) Interior Alterations,1960,250000,MU,0,53.54595184911963,-113.53640336222603,,1,
2024-06-12T00:00:00.000,2024,6,2024-06-12T00:00:00.000,Commercial Final,9222 - ELLERSLIE ROAD SW,Plan 0626978 Blk 1 Lot 8,ELLERSLIE INDUSTRIAL,6214,"To complete Change of Use (E to D) and construct Interior Alterations (flooring and partition walls) for a clinic in an existing commercial building (Ellerslie Retail). ""Revive Cosmetic Clinic""",Retail and Shops (510),(03) Interior Alterations,955,15000,CG,0,53.42577157623131,-113.47609752097397,,1,
2024-06-06T00:00:00.000,2024,6,2024-06-06T00:00:00.000,Commercial Final,"299, 10150 - JASPER AVENUE NW",Plan 0022666 Blk 1 Lot F,DOWNTOWN,1090,"To construct Interior Alterations (new sterilization center - cabinets, dishwasher, sink, & electrical outlets) in an existing professional office - City Centre Dental (Commerce Place)",Office Buildings (520),(03) Interior Alterations,2437,75600,CCA,0,53.5417362325468,-113.49473495391541,,1,
2024-06-06T00:00:00.000,2024,6,2024-06-06T00:00:00.000,Commercial Final,2911 - 137 AVENUE NW,Plan 0320655 Blk 150 Lot 2E,BELMONT,2070,"To construct Interior Alterations (tenant fit-up) to build a dental office in an existing commercial building (Belmont Town Center Bldg N). ""Clareview Dental""",Office Buildings (520),(03) Interior Alterations,1151.74,75000,CG,0,53.59908463233487,-113.38769550770964,,1,
2024-06-03T00:00:00.000,2024,6,2024-06-03T00:00:00.000,Commercial Final,"205, 10957 - 124 STREET NW",Condo Common Area (Plan 2320690),WESTMOUNT,3440,"To construct Interior Alterations (first tenant fit-up) for a physio clinic in an existing commercial building (124 Westmount Professional Building). ""Invicta Physio""",Office Buildings (520),(03) Interior Alterations,1886,200000,MU,0,,,,1,
2024-05-31T00:00:00.000,2024,5,2024-05-31T00:00:00.000,Commercial Final,301 - PARSONS ROAD SW,Condo Common Area (Plan 2420498),ELLERSLIE INDUSTRIAL,6214,To construct Interior Alterations (1st Tenant Fit-up) to an existing Commercial shell building. “ Parsons Road Medical ”,Office Buildings (520),(03) Interior Alterations,2895.49,150000,EIB,0,,,,1,
2024-05-30T00:00:00.000,2024,5,2024-05-30T00:00:00.000,Commercial Final,1660 - 24 STREET NW,Plan 1723002 Blk 13 Lot 1,LAUREL,6444,"To change the use from an E (Mercantile) to a D (Business and personal services), and construct Interior Alterations (1st Tenant Fit-up) to an existing Multi use building. “ Laurel - Medical & Pharmacy”",Office Buildings (520),(03) Exterior Alterations,2204,400000,"CN, RM",0,53.44582687232791,-113.37624476860887,,1,
2024-05-24T00:00:00.000,2024,5,2024-05-24T00:00:00.000,Commercial Final,11908 - JASPER AVENUE NW,Plan 1525535 Unit 2,WÎHKWÊNTÔWIN,1151,To construct Interior Alteration to an existing Care facility expansion of Pharmacy and Medical clinic to adjacent suite (11908) - - We Care Pharmacy and Clinic,Office Buildings (520),(03) Interior Alterations,1673,92000,DC2,0,53.541283668336845,-113.52724981232035,,1,
2024-05-22T00:00:00.000,2024,5,2024-05-22T00:00:00.000,Commercial Final,10042 - 116 STREET NW,Plan B3 Blk 16 Lots 5-8,WÎHKWÊNTÔWIN,1151,"To construct Interior Alterations (adding one consulting room, one staff room, and renovating an existing bathroom into a barrier-free bathroom) in an existing pharmacy. --Elmhurst Pharmacy--",Retail and Shops (510),(03) Interior Alterations,933,57000,DC2,0,53.5399830142438,-113.52183145614313,,1,
2024-05-15T00:00:00.000,2024,5,2024-05-15T00:00:00.000,Commercial Final,"184, 4211 - 106 STREET NW",Plan 8721793 Blk 37 Lot 2,RIDEAU PARK,5360,"To construct Interior Alterations (adding rooms, barrier free washroom) to an existing commercial  building ” THERAPOINTE PHYSIOTHERAPY”",Office Buildings (520),(03) Interior Alterations,2250,150000,CG,0,53.47966139833263,-113.50252236647697,,1,
2024-05-09T00:00:00.000,2024,5,2024-05-09T00:00:00.000,Commercial Final,10956 - 23 AVENUE NW,Plan 0323339 Blk 32 Lot 11,ERMINESKIN,5180,"To construct Interior Alterations to add 3 new consult/exam rooms adjacent to existing pharmacy. ""Shopper's Drug Mart 328 Century Park""",Retail and Shops (510),(03) Interior Alterations,400,10000,CG,0,53.4549900449902,-113.51225659147755,,1,
2024-05-08T00:00:00.000,2024,5,2024-05-08T00:00:00.000,Commercial Final,10537 - 169 STREET NW,Plan 9722637 Blk 2 Lot 19C,YOUNGSTOWN INDUSTRIAL,4660,"To construct Interior Alterations (Installation of Pallet Racking) to an existing general industrial use building. ""Andau Medical""","Storage Buildings, Warehouses (460)",(03) Interior Alterations,7000,13000,IM,0,53.550897748348675,-113.61222866546561,,1,
2024-05-07T00:00:00.000,2024,5,2024-05-07T00:00:00.000,Commercial Final,12242 - 107 AVENUE NW,Plan RN22 Blk 6 Lot 9,WESTMOUNT,3440,"To construct Interior Alterations (Add 3 Exam rooms and 1 barrier-free washroom) to an existing building. ""Medisense Pharmacy""",Retail and Shops (510),(03) Interior Alterations,960,40000,MU,0,53.55127855781245,-113.53363347757949,,1,
2024-05-07T00:00:00.000,2024,5,2024-05-07T00:00:00.000,Commercial Final,10425 - 79 AVENUE NW,Plan 8146ET Blk 31 Lot B,QUEEN ALEXANDRA,5330,To Change the use from a residential (2nd Floor Apartment House) and Indoor Sales and Service (Main Floor retail use) to Health Services and Construct Interior Alteration to add a Psychology Clinic. - POWER PSYCHOLOGY,Office Buildings (520),(03) Interior Alterations,2000,100000,MU,0,53.51491584212329,-113.49956081455262,,1,
2024-05-03T00:00:00.000,2024,5,2024-05-03T00:00:00.000,Commercial Final,3945 - 34 STREET NW,Plan 9720258 Unit 2,LARKSPUR,6390,"To construct Interior Alterations for 3 new exam rooms and associates' office, adjacent to existing pharmacy. ""Shopper's Drug Mart 371 Meadowbrook Village""",Retail and Shops (510),(03) Interior Alterations,400,10000,DC2,0,53.474507764139744,-113.39191799254993,,1,
2024-05-01T00:00:00.000,2024,5,2024-05-01T00:00:00.000,Commercial Final,5144 - GATEWAY BOULEVARD NW,Plan 1920849 Blk 94 Lot 1B,CALGARY TRAIL NORTH,5110,To change the use from a A2 occupancy to a D occupancy and construct Interior Alterations  (first tenant fit up) - Leah V Skincare Clinic/Medical Spa,Office Buildings (520),(03) Interior Alterations,1184.03,120000,CG,0,53.48908951969599,-113.49282216927465,,1,
2024-04-29T00:00:00.000,2024,4,2024-04-29T00:00:00.000,Commercial Final,14135 - 23 AVENUE NW,Plan 0625889 Blk 2 Lot 97B,MAGRATH HEIGHTS,5476,"To construct Interior Alterations (construction of 3 new exam rooms adjacent to existing pharmacy) to an existing Retail Building. ""Shoppers Drug Mart""",Retail and Shops (510),(03) Interior Alterations,350,100000,"CG, CG",0,53.45312262357104,-113.56287396614412,,1,
2024-04-26T00:00:00.000,2024,4,2024-04-26T00:00:00.000,Commercial Final,"302A, 8225 - 105 STREET NW",Plan I Blk 67 Lots 19-20,STRATHCONA,5480,To construct interior alterations (tenant fit-up to add a massage clinic) on the third floor of an existing office building.  -- Grace of Being Massage --,Office Buildings (520),(03) Interior Alterations,408,400,MU,0,53.51880393952399,-113.50014775634543,,1,
2024-04-18T00:00:00.000,2024,4,2024-04-18T00:00:00.000,Commercial Final,"101, 2544 - ELLWOOD DRIVE SW","Condo Common Area (Plan 0828825,1422846)",ELLERSLIE INDUSTRIAL,6214,To construct Interior Alterations (adding office and a pharmacy dispensary area ) and exterior alterations (replacing a double door with a new overhead door at the back of the property for deliveries) to an existing office building  ” BioScript Pharmacy”,Office Buildings (520),(03) Interior Alterations,1815.87,165000,EIB,0,53.43047224988873,-113.47402691992656,,1,
2024-04-11T00:00:00.000,2024,4,2024-04-11T00:00:00.000,Commercial Final,"304, 14127 - 23 AVENUE NW",Plan 0625889 Blk 2 Lot 97B,MAGRATH HEIGHTS,5476,"To construct Interior renovation (tenant improvement for adding a dental clinic) to the existing office building. ""Tower Endodontics""",Office Buildings (520),(03) Interior Alterations,2417.57,400000,"CG, CG",0,53.45312262357104,-113.56287396614412,,1,
2024-04-09T00:00:00.000,2024,4,2024-04-09T00:00:00.000,Commercial Final,"1448, 8882 - 170 STREET NW",Plan 8421891 Blk 28 Lot 5,SUMMERLEA,4520,"*WEM* To construct Interior Alterations to an existing professional office located on the main floor, Phase 3 of an existing shopping mall.  -  West Edmonton Mall Dental Centre (Unit V124, Suite 1448",Office Buildings (520),(03) Interior Alterations,1028,150000,"DC2, DC",0,53.52226979531949,-113.61830344542938,,1,
2024-04-05T00:00:00.000,2024,4,2024-04-05T00:00:00.000,Commercial Final,"1006, 11050 - 104 AVENUE NW",Plan 2121375 Blk 20 Lot 102,DOWNTOWN,1090,Interior Alteration - Renovation of a Laboratory space for an Emergency Shower.,Universities (626),(03) Interior Alterations,172.22,90000,"UI, UI, UI",0,53.547173587306375,-113.50800005876893,,1,
2024-04-04T00:00:00.000,2024,4,2024-04-04T00:00:00.000,Commercial Final,11004 - 190 STREET NW,Plan 0928382 Blk 3 Lot 25,WHITE INDUSTRIAL,4630,To construct interior alterations within an existing General Industrial/Business And Personal Services building. Add chemical storage. Engineering Services Office and Laboratory,Laboratory/Research Centres (580),(03) Interior Alterations,107.64,60000,"IM, IM, BE",0,53.55660618038631,-113.65078650154997,,1,
2024-04-03T00:00:00.000,2024,4,2024-04-03T00:00:00.000,Commercial Final,"300, 9622 - 42 AVENUE NW",Condo Common Area (Plan 2321515),STRATHCONA INDUSTRIAL PARK,6700,To construct an interior alteration (tenant fit-up to add a clinic) to the existing Professional Office Support Services Use Building.  - Dr. Haggag Sleep Apnea Clinic.,Office Buildings (520),(03) Interior Alterations,1481,35000,BE,0,,,,1,
2024-04-03T00:00:00.000,2024,4,2024-04-03T00:00:00.000,Commercial Final,15969 - 97 STREET NW,Plan 1023505 Blk 2 Lot 5A,EAUX CLAIRES,2241,To construct Interior Alterations to an existing Shoppers Drug Mart (3 new exam rooms beside existing pharmacy and construct one office) - Shoppers Drug Mart - Namao Centre,Retail and Shops (510),(03) Interior Alterations,400,100000,DC1,0,53.62037122389491,-113.49031414688041,,1,
2024-04-03T00:00:00.000,2024,4,2024-04-03T00:00:00.000,Commercial Final,13940 - 164 STREET NW,Plan 2220780 Blk 8 Lot 4,MISTATIM INDUSTRIAL,4320,"To construct Interior Alterations to an existing D occupancy (expansion of existing Veterinarian hospital (new Staff Break Room, Locker Rooms with Washrooms, expansion of Chemo and Echo Cardio, doctors offices) - Boreal Veterinarian Centre Renovation and Expansion",Animal and Plant Services (410),(03) Interior Alterations,3526.9,616000,BE,0,53.601427750477654,-113.60553552840342,,1,
2024-03-21T00:00:00.000,2024,3,2024-03-21T00:00:00.000,Commercial Final,7471 - 101 AVENUE NW,Plan 6083KS Blk 14A Lot 32,TERRACE HEIGHTS,6730,"To construct Interior Alterations (tenant fit-up) to add a clinic and pharmacy to an existing retail building. ""Asperia Medical Clinic""",Office Buildings (520),(03) Interior Alterations,4172,400000,MU,0,53.54070581963863,-113.4421937527694,,1,
2024-03-20T00:00:00.000,2024,3,2024-03-20T00:00:00.000,Commercial Final,"204, 511 - MISTATIM WAY NW",Condo Common Area (Plan 2322577),MISTATIM INDUSTRIAL,4320,To construct Interior Alterations (first tenant fit-up in suite 204 and 205) in the second floor of an existing commercial building. (building B) --Crown Dental--,"Malls, Office/Retail (512)",(03) Interior Alterations,2787.85,114000,CB,0,53.6014626458582,-113.58151040802774,,1,
2024-03-19T00:00:00.000,2024,3,2024-03-19T00:00:00.000,Commercial Final,9764 - 170 STREET NW,Plan 0123668 Blk 41 Lot 2A,TERRA LOSA,4540,To complete a Change Of Use (E to D occupancy) and construct Interior Alterations (fit-up for new physiotherapy tenant).  - Lifemark Terra Losa,Office Buildings (520),(03) Interior Alterations,2478,214463,DC1,0,53.533736725222454,-113.61738985207182,,1,
2024-03-14T00:00:00.000,2024,3,2024-03-14T00:00:00.000,Commercial Final,12955 - 153 AVENUE NW,Plan 0625614 Blk 16 Lot 4,CUMBERLAND,3150,To construct Interior Alterations (To construct 2 new consultation rooms adjacent to existing pharmacy for pharmacy care clinic.) to an existing retail building   ” Shoppers Drug Mart”,Retail and Shops (510),(03) Interior Alterations,605,100000,CG,0,53.61598664852212,-113.54281974701588,,1,
2024-03-07T00:00:00.000,2024,3,2024-03-07T00:00:00.000,Commercial Final,3820 - 137 AVENUE NW,Plan 0224472 Blk 2 Lot 2,CLAREVIEW TOWN CENTRE,2145,To construct Interior Alterations in an existing commercial floor space.   FRASER PHYSIOTHERAPY,Office Buildings (520),(03) Interior Alterations,1804,135000,DC2,0,53.59975002853846,-113.40153525077916,,1,
2024-03-05T00:00:00.000,2024,3,2024-03-05T00:00:00.000,Commercial Final,924 - 91 STREET SW,Plan 0728307 Blk 1 Lot 7,ELLERSLIE INDUSTRIAL,6214,To construct Interior Alterations (2 new consultation rooms) adjacent to the existing pharmacy for the pharmacy care clinic within the existing building.  --  ”Shoppers Drug Mart”,Retail and Shops (510),(03) Interior Alterations,558,100000,CG,0,53.42374446733324,-113.47574499463987,,1,
2024-03-01T00:00:00.000,2024,3,2024-03-01T00:00:00.000,Commercial Final,10240 - KINGSWAY NW,Plan 1619KS Blk 2 Lot 313,CENTRAL MCDOUGALL,1030,To construct Interior Alteration. Replace existing medical vacuum unit. Royal Alex Hospital,Hospitals (640),(03) Interior Alterations,1076.39,15300,UF,0,53.55760216865118,-113.49789451827795,,1,
2024-02-28T00:00:00.000,2024,2,2024-02-28T00:00:00.000,Commercial Final,14007 - 50 STREET NW,Plan 9724257 Blk 6 Lot 1,MILLER,2541,"To construct exterior alterations (Replacing roofing, RTU, and skylight) and interior alterations (Replacing structural beams) in an existing medical building - Alberta Health Services, North East Health Centre.",Hospitals (640),(03) Interior Alterations,23142.39,1600000,UF,0,53.60408005275823,-113.41732568420079,,1,
2024-02-27T00:00:00.000,2024,2,2024-02-27T00:00:00.000,Commercial Final,5205 - 167 AVENUE NW,Plan 0829853 Blk 63 Lot 101,HOLLICK-KENYON,2340,To change the use of A to E and construct Interior Alteration (remove demising wall to combine two suites and NEW tenant fit up) - (Optical retailer with on-site Optometrist - Specsavers),Retail and Shops (510),(03) Interior Alterations,2222,350000,CG,0,53.627787039299456,-113.4148400301402,,1,
2024-02-27T00:00:00.000,2024,2,2024-02-27T00:00:00.000,Commercial Final,7910 - 112 AVENUE NW,Plan 0722966 Blk 14 Lot 29,CROMDALE,1070,To construct Interior Alterations fire alarm panel replacement  - East Edmonton Health Centre,Office Buildings (520),(03) Interior Alterations,10000,42242,UF,0,53.562011168423574,-113.46326893737826,,1,
2024-02-27T00:00:00.000,2024,2,2024-02-27T00:00:00.000,Commercial Final,10240 - KINGSWAY NW,Plan 1619KS Blk 2 Lot 313,CENTRAL MCDOUGALL,1030,"To complete Interior Alterations (construct alterations to existing suites between the Robbins Centre and OSC Clinic), located in the Royal Alexander Hospital. (Intergrated OR Upgrade)",Hospitals (640),(03) Interior Alterations,26909.75,585000,UF,0,53.55760216865118,-113.49789451827795,,1,
2024-02-26T00:00:00.000,2024,2,2024-02-26T00:00:00.000,Commercial Final,10410 - 111 AVENUE NW,Plan 9720909 Blk 2,SPRUCE AVENUE,1230,"To construct Interior Alterations (Upgrading Elevator, Electrical and Mechanical for the Elevator ) to an existing medical building  ” Capital Care”","Clinics, Health Units (642)",(03) Interior Alterations,4456.25,429700,DC2,0,53.55997890976465,-113.49831117751481,,1,
2024-02-26T00:00:00.000,2024,2,2024-02-26T00:00:00.000,Commercial Final,1059 - PARSONS ROAD SW,Plan 2222522 Unit 8,ELLERSLIE INDUSTRIAL,6214,To construct Interior Alterations new second floor and complete tenant fit up to an existing building.  “Physiotherapy Clinic”,Office Buildings (520),(03) Interior Alterations,3229.17,100000,CG,0,,,,1,
2024-02-23T00:00:00.000,2024,2,2024-02-23T00:00:00.000,Commercial Final,"101, 10024 - 82 AVENUE NW",Plan I Blk 70 Lot 10,STRATHCONA,5480,To construct Interior Alterations for medical clinic with pharmacy,Office Buildings (520),(03) Interior Alterations,2676.28,100000,MU,0,53.51837607004267,-113.48969301535384,,1,
2024-02-20T00:00:00.000,2024,2,2024-02-20T00:00:00.000,Commercial Final,1087 - PARSONS ROAD SW,Plan 2222522 Unit 8,ELLERSLIE INDUSTRIAL,6214,To construct Interior Alterations (Tenant fit-up with the addition of a second floor) to an existing building. --Tabani Medical Clinic--,Office Buildings (520),(03) Interior Alterations,3600,430000,CG,0,,,,1,
2024-02-16T00:00:00.000,2024,2,2024-02-16T00:00:00.000,Commercial Final,"1, 115 - KINGLET BOULEVARD NW",Plan 2220074 Blk 1 Lot 1,KINGLET GARDENS,4477,To construct Interior Alterations (1st Tenant Fit-up) to an existing Commercial building.   ” Big Lake Dental”,Office Buildings (520),(03) Interior Alterations,2454.17,125000,CG,0,53.57392232677525,-113.69043705406246,,1,
2024-02-14T00:00:00.000,2024,2,2024-02-14T00:00:00.000,Commercial Final,1307 - 170 STREET SW,Plan 2222330 Blk 5 Lot 26,WINDERMERE,5570,To construct Interior Alteration 3 new exam rooms/consultation rooms for the existing pharmacy care clinic  - Shoppers Drug Mart.,Retail and Shops (510),(03) Interior Alterations,400,100000,CG,0,53.42217360910228,-113.61865515286038,,1,
2024-02-02T00:00:00.000,2024,2,2024-02-02T00:00:00.000,Commercial Final,244 - 91 STREET SW,Plan 1122206 Unit 2,ELLERSLIE INDUSTRIAL,6214,Construct interior alterations to add a tenant fit-up (pharmacy) within the existing commercial building. - Shepherd Pharmacy Clinic.,Office Buildings (520),(03) Interior Alterations,1240,61000,CG,0,53.43149009293773,-113.46934586751709,,1,
2024-02-01T00:00:00.000,2024,2,2024-02-01T00:00:00.000,Commercial Final,11120 - ELLERSLIE ROAD SW,Plan 0227247 Blk 6 Lot 111,MACEWAN,5452,To construct Interior Alterations (construct 2 consultations rooms) in an existing retail (pharmacy) tenant space. - Shoppers Drug Mart,Retail and Shops (510),(03) Interior Alterations,215.28,150000,CG,0,53.42587220717657,-113.51857523193222,,1,
2024-01-25T00:00:00.000,2024,1,2024-01-25T00:00:00.000,Commercial Final,421 - MISTATIM WAY NW,Condo Common Area (Plan 2120827),MISTATIM INDUSTRIAL,4320,To change the use from Child Care Service (A2) to Health Service (D) and to construct interior alterations for a children's dental clinic.,Office Buildings (520),(03) Interior Alterations,4337.85,175000,"CB, CB",0,53.600081877599024,-113.58101376321923,,1,
2024-01-24T00:00:00.000,2024,1,2024-01-24T00:00:00.000,Commercial Final,16534 - 118 AVENUE NW,Condo Common Area (Plan 1525451),CARLETON SQUARE INDUSTRIAL,4100,"To construct Interior Alterations to an existing Professional, Financial and Office Support Service building. Initial tenant fitup. Medical clinic with pharmacy. ""Solis Medical Clinic""",Office Buildings (520),(03) Interior Alterations,2800,125000,BE,0,53.57128299283887,-113.60700733469722,,1,
2024-01-17T00:00:00.000,2024,1,2024-01-17T00:00:00.000,Commercial Final,10638 - ELLERSLIE ROAD SW,Plan 8121064 Lot 2,RICHFORD,5451,To construct Interior Alteration to add a personal service (Physiotherapy and Wellness Centre) to add to an existing commercial building. - Physiotherapy,Office Buildings (520),(03) Interior Alterations,1384,125000,CN,0,53.425396559309384,-113.50313713812575,,1,
2024-01-16T00:00:00.000,2024,1,2024-01-16T00:00:00.000,Commercial Final,12115 - 107 AVENUE NW,Plan 0023206 Blk 2 Lot 2A,WESTMOUNT,3440,To change the use from Religious Assembly to Office use and construct Interior Alteration (tenant fit-up to add an Admin Office for Respiratory Medical Testing Lab),Office Buildings (520),(03) Interior Alterations,1786.81,67100,MU,0,53.55071779278908,-113.53200326364265,,1,
2024-01-16T00:00:00.000,2024,1,2024-01-16T00:00:00.000,Commercial Final,"206, 316 - WINDERMERE ROAD NW",Plan 1620168 Unit 283,WINDERMERE,5570,To construct Interior Alteration to an existing dentist office. --Wow Dental--,Office Buildings (520),(03) Interior Alterations,1216,51000,DC2,0,53.44039936260221,-113.618785936005,,1,
